entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
42,142,1,[[1]],"[0.11091913282871246, 0.023570580407977104, 0.046652812510728836, 0.14287184178829193, -0.1585298627614975, 0.06802727282047272, -0.18098556995391846, -0.06361117213964462, -0.10070405900478363, 0.021077249199151993, -0.11638475209474564, -0.13979019224643707, 0.16083964705467224, 0.09128192812204361, 0.06087677925825119, 0.0808272436261177, 0.14009690284729004, -0.029771607369184494, -0.021824361756443977, 0.06026361137628555, -0.15213517844676971, 0.01308154035359621, -0.19893671572208405, 0.06743637472391129, -0.11143588274717331, 0.10677681118249893, 0.05361669510602951, 0.08574977517127991, -0.03013141267001629, 0.1410609483718872]",1,"[0.08622354133775202, 0.4828574758179361, 0.10160682107384306, 0.32931216177046885]",1,"[0.0, 0.877, 0.046, 0.077]",1,"[0.004170814406671986, 0.979255291304748, 0.005995833686889714, 0.01057806060169023]",1,"[0.0031965922098606825, 0.9709317088127136, 0.00904652290046215, 0.016825206577777863]"
127,327,3,[[3]],"[0.24183201789855957, -0.08156945556402206, -0.007159545551985502, -0.08938901871442795, -0.05332539230585098, -0.08046939969062805, 0.14778590202331543, 0.044851358979940414, 0.24749213457107544, 0.020396262407302856, -0.04640626162290573, -0.004696867894381285, 0.018895680084824562, -0.08561603724956512, 0.09972552210092545, 0.17797216773033142, 0.015553389675915241, -0.17097587883472443, -0.10728082805871964, 0.0916207954287529, -0.10622656345367432, 0.21896573901176453, -0.05167708545923233, -0.0030314431060105562, 0.0037137141916900873, -0.03892332315444946, 0.2589455544948578, -0.09695641696453094, -0.17070883512496948, -0.12076973915100098]",3,"[0.027095340600758116, 0.05200918844855896, 0.15038592252779676, 0.7705095484228862]",3,"[0.0, 0.013, 0.029, 0.958]",3,"[0.0003640715495970683, 0.0015271726161970158, 0.0011078602691597282, 0.9970008955650465]",3,"[0.0009509990341030061, 0.0010903251823037863, 0.0038566570729017258, 0.9941020607948303]"
107,207,2,[[2]],"[0.0018564554629847407, 0.09773870557546616, 0.04774240776896477, -0.09617307782173157, 0.11142589896917343, 0.21089529991149902, 0.04511583223938942, 0.06440844386816025, 0.17232060432434082, 0.001025980687700212, -0.11279547214508057, -0.013085898943245411, 0.055207837373018265, -0.020814746618270874, 0.1655026227235794, -0.04634813964366913, 0.13016659021377563, 0.03560076281428337, -0.11356894671916962, 0.06022799387574196, 0.1014169231057167, 0.061810918152332306, -0.16768333315849304, 0.2754198908805847, 0.1716414839029312, -0.06220758706331253, 0.03798498213291168, -0.24986526370048523, 0.05830348655581474, -0.0026733644772320986]",2,"[0.009666365896722193, 0.20333491828054429, 0.5601801461571213, 0.22681856966561215]",2,"[0.0, 0.122, 0.814, 0.064]",2,"[0.0006234754850649676, 0.00526254081981627, 0.990806582338544, 0.003307401356574901]",2,"[0.007864556275308132, 0.034163184463977814, 0.9355024099349976, 0.022469844669103622]"
6,306,3,[[3]],"[-0.20517635345458984, 0.059327609837055206, 0.14307455718517303, 0.06317351013422012, 0.025712190195918083, 0.1641359031200409, -0.03513532876968384, -0.19317510724067688, 0.04975440353155136, -0.026806967332959175, 0.24878552556037903, -0.021836042404174805, -0.007084613665938377, 0.08187733590602875, 0.022400304675102234, 0.09282983094453812, -0.04417075961828232, 0.031861186027526855, -0.022536011412739754, 0.21095645427703857, -0.06466742604970932, 0.1598963886499405, -0.25908222794532776, -0.026031408458948135, -0.057958874851465225, -0.03865503892302513, 0.08397899568080902, -0.07843028753995895, -0.19147944450378418, -0.053522638976573944]",3,"[0.04957821341309687, 0.08244610017603363, 0.04458988122434216, 0.8233858051865274]",3,"[0.0, 0.008, 0.007, 0.985]",3,"[0.0003771560630202898, 0.0035150571837256855, 0.0004910199803372928, 0.9956167667729166]",3,"[0.000746666279155761, 0.0018011981155723333, 0.0004755956761073321, 0.9969764947891235]"
287,387,3,[[3]],"[0.1103147342801094, 0.10105391591787338, 0.15931259095668793, 0.17067699134349823, 0.01191922090947628, -0.16105161607265472, -0.07787628471851349, 0.16857938468456268, 0.17078278958797455, 0.1208743080496788, 0.032461732625961304, 0.06822247803211212, -0.09790293127298355, 0.052338339388370514, -0.10867822170257568, 0.04967598244547844, -0.23489932715892792, 0.015448917634785175, -0.06248561665415764, -0.003119732951745391, -0.02496553398668766, 0.14539781212806702, -0.09599226713180542, -0.11273345351219177, 0.05965285003185272, -0.050896525382995605, 0.29395851492881775, -0.11247130483388901, -0.09728799015283585, -0.15516149997711182]",3,"[0.030923094205787052, 0.09309291202804809, 0.03691584318099626, 0.8390681505851686]",3,"[0.0, 0.029, 0.013, 0.958]",3,"[0.0008166273804658844, 0.006037526472498248, 0.0011479932652140165, 0.9919978528818219]",3,"[0.000979342614300549, 0.0036387252621352673, 0.0008004122646525502, 0.9945815205574036]"
87,387,3,[[3]],"[0.09688694030046463, -0.24751760065555573, 0.02323402278125286, -0.0032391734421253204, -0.19315584003925323, -0.0012524652993306518, -0.09400617331266403, 0.18171247839927673, 0.01459499727934599, -0.06678734719753265, -0.13288259506225586, 0.028141137212514877, -0.06436857581138611, 0.028315816074609756, 0.10234664380550385, 0.04967598244547844, -0.23489932715892792, 0.015448917634785175, -0.06248561665415764, -0.003119732951745391, -0.02496553398668766, 0.14539781212806702, -0.09599226713180542, -0.11273345351219177, 0.05965285003185272, -0.050896525382995605, 0.29395851492881775, -0.11247130483388901, -0.09728799015283585, -0.15516149997711182]",3,"[0.029253237197005233, 0.10385588712585066, 0.07580450475606225, 0.7910863709210819]",3,"[0.0, 0.059, 0.009, 0.932]",3,"[0.0008220215728694937, 0.0031352891310244884, 0.0011555762788365558, 0.9948871130172693]",3,"[0.0019385141786187887, 0.007510996889322996, 0.002108591375872493, 0.9884418845176697]"
261,361,3,[[3]],"[0.07523703575134277, -0.1383558213710785, -0.06022883579134941, 0.18034563958644867, -0.09112484753131866, 0.05364895984530449, -0.06329329311847687, -0.07259126752614975, 0.05483488738536835, 0.09585756063461304, 0.11551273614168167, -0.14260771870613098, -0.2932846248149872, 0.10191892832517624, 0.12262886017560959, 0.03069472499191761, -0.2021818459033966, -0.07143529504537582, 0.041336338967084885, 0.2016925811767578, -0.07067957520484924, 0.17323164641857147, -0.02859880030155182, -0.21407867968082428, -0.009313235059380531, -0.15150386095046997, 0.04910796135663986, -0.20493435859680176, 0.0027503161691129208, 0.07762099802494049]",3,"[0.05730322417673454, 0.046706550680099566, 0.029803142608119296, 0.8661870825350467]",3,"[0.0, 0.016, 0.008, 0.976]",3,"[0.0004192818878747228, 0.0037827404323704863, 0.0005546767376122815, 0.9952433009421428]",3,"[0.0019283563597127795, 0.0016763919265940785, 0.0013393483823165298, 0.9950559139251709]"
148,248,2,[[2]],"[0.07632499933242798, -0.023142529651522636, 0.10595426708459854, -0.1261165887117386, -0.13504919409751892, -0.05914989113807678, 0.01643247902393341, -0.1024998351931572, 0.02554749883711338, -0.05658615007996559, 0.10190998762845993, -0.09276926517486572, -0.07928971946239471, 0.04057798162102699, 0.046894997358322144, -0.20587386190891266, 0.21414420008659363, 0.06052591651678085, 0.09768986701965332, -0.14631567895412445, 0.09752900898456573, -0.21306024491786957, -0.12776395678520203, 0.12442318350076675, 0.10667165368795395, 0.01852431520819664, -0.11049956828355789, -0.0009493040852248669, 0.11162492632865906, -0.16863979399204254]",2,"[0.04380007697187449, 0.0942638346179998, 0.7938176168711646, 0.06811847153896125]",2,"[0.004, 0.032, 0.955, 0.009]",2,"[0.00024143596243848857, 0.0011423066584754504, 0.9979432542564212, 0.0006730031226652774]",2,"[0.0017559453845024109, 0.0012836409732699394, 0.9961428046226501, 0.0008176018600352108]"
292,392,3,[[3]],"[0.10496669262647629, 0.07134576886892319, 0.1366887390613556, 0.11509966105222702, -0.14349597692489624, 0.013409442268311977, -0.011431742459535599, -0.1830790489912033, 0.007042908575385809, 0.11661262810230255, -0.08407597243785858, -0.09759849309921265, -0.1897309422492981, -0.006039859727025032, 0.06119215488433838, 0.09367033839225769, 0.02486369200050831, -0.017205296084284782, -0.0916956439614296, 0.05493929237127304, -0.07846585661172867, 0.11813369393348694, -0.12275944650173187, -0.1648252010345459, 0.035839106887578964, -0.18469762802124023, 0.14819754660129547, -0.0993669331073761, -0.06104159727692604, 0.07008575648069382]",3,"[0.06373234012179514, 0.09998645974503816, 0.049574325663606186, 0.7867068744695604]",3,"[0.0, 0.006, 0.002, 0.992]",3,"[0.0007335357810042736, 0.005012732250450819, 0.0009549912094242074, 0.9932987407591207]",3,"[0.001123918336816132, 0.002212993334978819, 0.0006958268349990249, 0.9959672689437866]"
266,366,3,[[3]],"[-0.1185482069849968, 0.1840064376592636, 0.09704577922821045, 0.0008215623674914241, -0.028435830026865005, 0.02462531253695488, 0.05382758378982544, 0.006314088590443134, 0.019760683178901672, 0.07997499406337738, 0.01669730618596077, -0.06007075682282448, -0.11680646985769272, 0.13302470743656158, 0.07188399881124496, 0.042613912373781204, 0.08208586275577545, -0.0992497056722641, -0.08764095604419708, 0.18890784680843353, -0.2033057063817978, 0.1693374514579773, 0.08057937771081924, -0.12261027097702026, 0.06155877932906151, -0.21029414236545563, 0.16102421283721924, -0.06320621073246002, -0.12415299564599991, -0.008226164616644382]",3,"[0.051854330549247256, 0.052909508418770256, 0.03941187410595388, 0.8558242869260285]",3,"[0.0, 0.003, 0.005, 0.992]",3,"[0.0003625135825828172, 0.0016872974275084721, 0.0005542492229912802, 0.9973959397669176]",3,"[0.0008870328310877085, 0.0008602784364484251, 0.0007602693513035774, 0.9974924325942993]"
133,333,3,[[3]],"[-0.030567575246095657, 0.06375857442617416, 0.029650164768099785, -0.15122176706790924, -0.035576023161411285, 0.13368722796440125, 0.0031563015654683113, 0.04609839618206024, -0.031380802392959595, -0.10415719449520111, 0.08008091151714325, 0.02020251750946045, -0.10242393612861633, 0.028869954869151115, 0.0709020346403122, -0.09667365998029709, -0.09456746280193329, -0.08134249597787857, -0.19920162856578827, 0.12912583351135254, -0.015438936650753021, 0.02850842848420143, -0.024645695462822914, -0.02039341814815998, -0.13512614369392395, -0.135761559009552, 0.08096068352460861, -0.22391071915626526, -0.009299982339143753, 0.038745004683732986]",3,"[0.010415769828591145, 0.11550324913774378, 0.15496801839210342, 0.7191129626415618]",3,"[0.0, 0.003, 0.013, 0.984]",3,"[0.0003783965443844014, 0.0021913071294984306, 0.0005007834598311072, 0.9969295128662857]",3,"[0.0007242257124744356, 0.0023479037918150425, 0.00410673301666975, 0.9928211569786072]"
167,367,3,[[3]],"[-0.10779663920402527, -0.15491220355033875, -0.09202687442302704, -0.08393318951129913, -0.036980777978897095, 0.041492730379104614, -0.005451852921396494, -0.13448449969291687, 0.16713790595531464, -0.0917048454284668, -0.048824094235897064, 0.009849591180682182, -0.14723122119903564, -0.03829053044319153, -0.05732719600200653, -0.18323612213134766, -0.11400263756513596, 0.00842885859310627, -0.09558810293674469, 0.17412498593330383, -0.04548126831650734, 0.18852411210536957, -0.00870109535753727, -0.07559731602668762, -0.12991367280483246, -0.2280540019273758, 0.042083777487277985, -0.137969508767128, -0.22374895215034485, -0.16456931829452515]",3,"[0.02851244546076624, 0.04890771142132205, 0.06342262854499824, 0.8591572145729135]",3,"[0.0, 0.002, 0.007, 0.991]",3,"[0.00040452164385192384, 0.001564563371807644, 0.0006031612585509445, 0.9974277537257895]",3,"[0.0009011844522319734, 0.0013725822791457176, 0.0010355707490816712, 0.9966906309127808]"
130,230,2,[[2]],"[0.003453493118286133, 0.051700010895729065, -0.10919126868247986, -0.04248925670981407, 0.005252155940979719, 0.03545517846941948, -0.048248354345560074, -0.14309366047382355, -0.005932279862463474, -0.012304296717047691, -0.001338459551334381, 0.10495778918266296, 0.025677677243947983, -0.015439757145941257, 0.11348883807659149, -0.06272118538618088, -0.12467538565397263, -0.14979492127895355, 0.14285778999328613, 0.006329831667244434, -0.010428003966808319, -0.04853534325957298, -0.14819546043872833, -0.0068418956361711025, -0.1470542848110199, -0.08114109188318253, 0.10601813346147537, -0.34123408794403076, 0.06197860464453697, 0.03473275899887085]",3,"[0.021055365885470922, 0.05833878538325553, 0.40688758004004033, 0.5137182686912332]",2,"[0.0, 0.018, 0.862, 0.12]",2,"[0.0001513447926601864, 0.0007291878748528967, 0.9671765224264735, 0.03194294490601337]",2,"[0.003498537465929985, 0.001808683737181127, 0.9352006912231445, 0.059492096304893494]"
167,267,2,[[2]],"[-0.10779663920402527, -0.15491220355033875, -0.09202687442302704, -0.08393318951129913, -0.036980777978897095, 0.041492730379104614, -0.005451852921396494, -0.13448449969291687, 0.16713790595531464, -0.0917048454284668, -0.048824094235897064, 0.009849591180682182, -0.14723122119903564, -0.03829053044319153, -0.05732719600200653, -0.12115610390901566, 0.03276559337973595, -0.14143052697181702, 0.10601042956113815, -0.039227910339832306, 0.0031132802832871675, -0.0959850624203682, -0.14364071190357208, 0.14316007494926453, 0.1101861447095871, -0.0062407501973211765, -0.08076679706573486, -0.055458568036556244, 0.0038251145742833614, -0.12601833045482635]",2,"[0.055615460750811696, 0.1015074581687603, 0.6761431032184342, 0.1667339778619939]",2,"[0.0, 0.053, 0.931, 0.016]",2,"[0.0006161470072078765, 0.003620388159126637, 0.994178996758048, 0.0015844680756171706]",2,"[0.000694864138495177, 0.0021375580690801144, 0.9957804679870605, 0.0013871549163013697]"
137,237,2,[[2]],"[0.1595228612422943, 0.07106602936983109, -0.025156302377581596, -0.08944880217313766, -0.06418043375015259, 0.15455476939678192, -0.0039016096852719784, 0.07807023823261261, 0.02421986684203148, -0.07134246826171875, -0.04603863134980202, 0.0822952538728714, 0.05171076953411102, 0.07046058028936386, 0.028514474630355835, 0.1695682257413864, -0.11172771453857422, -0.0476776547729969, 0.09153411537408829, -0.08847129344940186, 0.07116521894931793, -0.1613798290491104, 0.08415241539478302, -0.03044801950454712, 0.07239794731140137, 0.0965004563331604, 0.10040886700153351, -0.28006502985954285, -0.050322405993938446, -0.09592822939157486]",2,"[0.05179839233341716, 0.09118034508187788, 0.5634690220165085, 0.29355224056819645]",2,"[0.001, 0.09, 0.832, 0.077]",2,"[0.00025422674899102266, 0.0011643580379951922, 0.9919650103909419, 0.00661640482207183]",2,"[0.004139342345297337, 0.007355297449976206, 0.9699904918670654, 0.018514830619096756]"
20,120,1,[[1]],"[-0.19757136702537537, -0.08197877556085587, 0.1494169384241104, 0.053025804460048676, -0.03627948835492134, 0.17234031856060028, 0.09495765715837479, -0.1900511085987091, -0.12638096511363983, 0.06069277226924896, -0.20774546265602112, 0.012036438100039959, 0.001378192799165845, -0.11562883853912354, 0.02558026649057865, -0.11535972356796265, -0.0656968280673027, 0.04523884132504463, 0.013461234048008919, 0.003278357908129692, 0.029853353276848793, 0.1697051078081131, -0.14750230312347412, 0.10725346207618713, 0.19724202156066895, 0.04329352080821991, 0.10239710658788681, 0.04510458558797836, -0.22460484504699707, -0.027845758944749832]",1,"[0.12461187227747747, 0.3344629180440665, 0.2326142133648617, 0.3083109963135942]",1,"[0.0, 0.801, 0.107, 0.092]",1,"[0.0017825997475904797, 0.9777457398459779, 0.014188416562993744, 0.006283243843437977]",1,"[0.005832086317241192, 0.9539720416069031, 0.026800375431776047, 0.013395511545240879]"
26,326,3,[[3]],"[0.08274416625499725, -0.05022600293159485, 0.13411392271518707, 0.19018298387527466, -0.19041836261749268, 0.06687173247337341, -0.03463077172636986, 0.17669028043746948, 0.001782192150130868, 0.005404114257544279, -0.1381024569272995, -0.08931214362382889, 0.059422239661216736, 0.05429169163107872, 0.07978341728448868, 0.07183846831321716, 0.07370821386575699, -0.10127948969602585, -0.07438246160745621, 0.0426824688911438, -0.19311925768852234, 0.15068960189819336, 0.008754533715546131, -0.11281146109104156, 0.08860096335411072, -0.008205902762711048, 0.17400877177715302, -0.1344182789325714, -0.1160925105214119, 0.020467007532715797]",3,"[0.05210033990183067, 0.1820107367936179, 0.04400177786473657, 0.7218871454398148]",3,"[0.0, 0.026, 0.005, 0.969]",3,"[0.0007542156975765679, 0.006202117422509723, 0.000981914420328969, 0.9920617524595848]",3,"[0.0021571454126387835, 0.008557862602174282, 0.0016679377295076847, 0.9876170754432678]"
129,229,2,[[2]],"[0.0015696391928941011, -0.04934310540556908, -0.021516703069210052, -0.13610638678073883, 0.047850824892520905, -0.14858734607696533, 0.07628173381090164, 0.09049756079912186, 0.025738226249814034, 0.04279596731066704, 0.1713019758462906, 0.008285212330520153, 0.18384607136249542, -0.08946751803159714, 0.19328492879867554, 0.009946874342858791, -0.044926635921001434, -0.0158808846026659, 0.05154898762702942, -0.008375681936740875, -0.10211561620235443, -0.09050215035676956, -0.06456881761550903, 0.29226309061050415, 0.3356687128543854, -0.05201198160648346, 0.00010303223825758323, -0.1646759957075119, -0.02972596511244774, 0.017537789419293404]",2,"[0.050081911811205804, 0.06539352388629657, 0.768410550913001, 0.11611401338949653]",2,"[0.0, 0.036, 0.935, 0.029]",2,"[0.0002532107772181974, 0.001486403339917418, 0.9972154236297708, 0.0010449622530935684]",2,"[0.0006491777603514493, 0.0011052348418161273, 0.9966893196105957, 0.001556255854666233]"
23,123,1,[[1]],"[0.11802051961421967, 0.14958950877189636, -0.15919868648052216, 0.09174551069736481, 0.15917275846004486, 0.057803623378276825, -0.05340297520160675, -0.17030663788318634, -0.050765447318553925, 0.04634977504611015, -0.16899774968624115, 0.03699313849210739, -0.23240534961223602, -0.01405227929353714, 0.0007516869227401912, -0.12587115168571472, -0.16382423043251038, 0.021271631121635437, -0.16717679798603058, 0.09103519469499588, -0.1034458726644516, 0.1395687609910965, -0.21447932720184326, 0.10067974776029587, 0.1354270726442337, 0.07886110991239548, 0.1915140450000763, -0.27600228786468506, -0.2314431518316269, 0.0966266542673111]",3,"[0.02599811224260575, 0.33209224131646803, 0.07894931707756961, 0.5629603293633566]",1,"[0.0, 0.829, 0.083, 0.088]",1,"[0.0012192457977129748, 0.9945700227256028, 0.0015990235327726205, 0.002611707943911805]",1,"[0.004552011843770742, 0.9648858904838562, 0.008158705197274685, 0.02240334078669548]"
101,201,2,[[2]],"[0.07114464789628983, -0.004057846497744322, 0.019688984379172325, -0.026220593601465225, -0.07625246047973633, 0.06524881720542908, -0.023889653384685516, 0.2113836407661438, 0.10421069711446762, -0.03850681707262993, 0.0299109797924757, 0.027942104265093803, 0.1301819235086441, -0.05594254285097122, 0.08268768340349197, 0.061884693801403046, 0.2106160819530487, 0.10427898168563843, -2.901833795476705e-05, -0.1308889538049698, 0.1405164748430252, -0.03159704804420471, 0.17862163484096527, -0.0107438825070858, 0.020132465288043022, 0.1476292610168457, 0.003924609161913395, -0.13888244330883026, 0.027583647519350052, -0.07532301545143127]",2,"[0.10611090721872049, 0.13242131292502127, 0.6389594160410762, 0.12250836381518203]",2,"[0.0, 0.084, 0.868, 0.048]",2,"[0.0006330910762496109, 0.009193247218071675, 0.9887645624322314, 0.001409099273447392]",2,"[0.0025608567520976067, 0.011066124774515629, 0.9786897301673889, 0.0076833320781588554]"
113,213,2,[[2]],"[-0.047059979289770126, 0.10288013517856598, 0.02147400937974453, -0.1548052430152893, -0.013017325662076473, -0.050331976264715195, 0.01969979889690876, -0.12227582931518555, -0.04826562479138374, 0.12924043834209442, -0.00974647980183363, 0.03533925488591194, 0.1747070550918579, -0.11303893476724625, 0.15435239672660828, -0.06978229433298111, -0.0036620914470404387, -0.008756761439144611, 0.034334853291511536, -0.018984369933605194, -0.11696388572454453, 0.022282687947154045, 0.09319127351045609, 0.17302627861499786, 0.26160961389541626, 0.08588244765996933, 0.03382929414510727, 0.14701586961746216, -0.030342696234583855, -0.02922612801194191]",2,"[0.1512886250516143, 0.09667708193794392, 0.6444762114816733, 0.10755808152876849]",2,"[0.001, 0.063, 0.914, 0.022]",2,"[0.0017378212482488443, 0.011977180363540608, 0.981128830876881, 0.005156167511329559]",2,"[0.004003531765192747, 0.010214479640126228, 0.9798104763031006, 0.005971517879515886]"
187,287,2,[[2]],"[0.10381415486335754, -0.08937480300664902, -0.02378026396036148, 0.009286131709814072, -0.039984025061130524, -0.12487468123435974, 0.11195239424705505, 0.17334523797035217, 0.11567699909210205, 0.09636718779802322, 0.0019339652499184012, 0.11968717724084854, -0.059819597750902176, -0.0027299453504383564, -0.06998445093631744, 0.1103147342801094, 0.10105391591787338, 0.15931259095668793, 0.17067699134349823, 0.01191922090947628, -0.16105161607265472, -0.07787628471851349, 0.16857938468456268, 0.17078278958797455, 0.1208743080496788, 0.032461732625961304, 0.06822247803211212, -0.09790293127298355, 0.052338339388370514, -0.10867822170257568]",2,"[0.12160311442906721, 0.07559934556003647, 0.6965381463899355, 0.1062593936209608]",2,"[0.022, 0.026, 0.922, 0.03]",2,"[0.00037207167107082475, 0.0020910808675061883, 0.9959732440149653, 0.0015636034464578134]",2,"[0.004069651942700148, 0.00303545780479908, 0.9904394149780273, 0.0024554848205298185]"
71,371,3,[[3]],"[-0.12366969138383865, -0.0003479317529127002, 0.0596487931907177, 0.021036772057414055, 0.06703419983386993, 0.023812539875507355, -0.07141702622175217, 0.057968173176050186, -0.07665500789880753, 0.009967614896595478, -0.08633042126893997, -0.10966185480356216, -0.044073887169361115, 0.15410272777080536, -0.09193308651447296, -0.16329678893089294, 0.03921903669834137, -0.07690547406673431, -0.02186037041246891, 0.28417325019836426, -0.1356181651353836, 0.031571097671985626, -0.22974103689193726, -0.03772573173046112, -0.14892908930778503, -0.12672720849514008, 0.14815296232700348, -0.0199558325111866, -0.12334304302930832, -0.09892221540212631]",3,"[0.011908660811070218, 0.1703023294510205, 0.04763977775081092, 0.7701492319870985]",3,"[0.0, 0.012, 0.0, 0.988]",3,"[0.0003639071397056584, 0.002611658509728632, 0.00047377118944329455, 0.9965506631611225]",3,"[0.0005562060396187007, 0.004382892046123743, 0.0007480591302737594, 0.9943128824234009]"
78,178,1,[[1]],"[0.10777005553245544, 0.011644871905446053, 0.20037010312080383, 0.140272319316864, 0.05545645207166672, 0.18266071379184723, -0.018719304352998734, -0.044443897902965546, -0.14091898500919342, -0.19656947255134583, -0.09038973599672318, -0.033914294093847275, -0.056171707808971405, 0.0367690809071064, -0.10193146765232086, 0.16648158431053162, 0.1936698704957962, 0.09243936091661453, -0.0566718764603138, -0.04801682382822037, -0.008023866452276707, 0.17590738832950592, 0.12722648680210114, 0.14835670590400696, -0.15602976083755493, -0.049302905797958374, 0.14130482077598572, 0.06703169643878937, -0.06319425255060196, 0.12572264671325684]",1,"[0.13372584534557663, 0.6510128348988719, 0.07959468672041037, 0.13566663303514112]",1,"[0.004, 0.94, 0.023, 0.033]",1,"[0.0012451021207279336, 0.9946735909277057, 0.0018618286325623526, 0.002219478319004195]",1,"[0.0016154738841578364, 0.9935182929039001, 0.0016938014887273312, 0.003172461874783039]"
191,291,2,[[2]],"[-0.011334819719195366, -0.09878106415271759, 0.07554769515991211, -0.19778071343898773, 0.0850447490811348, -0.15654942393302917, 0.11387237161397934, -0.13769757747650146, 0.1693447381258011, -0.13522817194461823, -0.19638605415821075, 0.02028024010360241, 0.06833773106336594, -0.028284573927521706, 0.1320708990097046, -0.044235050678253174, 0.10348191857337952, 0.03163047507405281, -0.0443720817565918, 0.04193427413702011, -0.1820557713508606, -0.05350678786635399, 0.06199118494987488, -0.04735838249325752, 0.12994813919067383, -0.07141094654798508, -0.029420608654618263, -0.17976224422454834, 0.0558859258890152, -0.01401078887283802]",2,"[0.09140552005692354, 0.05099771836065492, 0.6504575387789802, 0.2071392228034413]",2,"[0.0, 0.044, 0.83, 0.126]",2,"[0.00023064558453703916, 0.0016353028113146194, 0.9817877792981076, 0.016346272306040428]",2,"[0.003169188043102622, 0.009440518915653229, 0.9565019011497498, 0.030888354405760765]"
182,282,2,[[2]],"[0.007345018442720175, -0.10742568224668503, 0.11591561138629913, -0.05261305347084999, -0.08349163830280304, 0.0010616659419611096, -0.0061444784514606, 0.03487492725253105, 0.08789271861314774, 0.015162801370024681, 0.13827450573444366, 0.06845476478338242, 0.12118875235319138, 0.08716538548469543, 0.10297880321741104, 0.015608347952365875, 0.030278565362095833, 0.08377978950738907, 0.08075520396232605, -0.06690437346696854, -0.058258600533008575, -0.19042116403579712, 0.12183143198490143, 0.09754385054111481, -0.010052425786852837, 0.19478727877140045, 0.006700268015265465, -0.09130346775054932, 0.1890907883644104, -0.13501901924610138]",2,"[0.05030482381130077, 0.09684399528026802, 0.743541631687596, 0.10930954922083518]",2,"[0.0, 0.042, 0.936, 0.022]",2,"[0.0002522380965997626, 0.002054362516235728, 0.997130865673999, 0.0005625337131656943]",2,"[0.0006546489894390106, 0.0017596475081518292, 0.9961593151092529, 0.0014263499761000276]"
38,138,1,[[1]],"[0.13417182862758636, 0.010776682756841183, 0.11498448252677917, 0.10060013085603714, -0.0817599818110466, 0.15232661366462708, -0.01273354608565569, 0.13390427827835083, 0.1508643478155136, 0.003919698763638735, 0.10730843991041183, -0.11605221778154373, -0.06819295883178711, 0.09413870424032211, -0.0762091800570488, 0.007961327210068703, 0.051777247339487076, 0.12214319407939911, -0.13686920702457428, -0.17496952414512634, -0.05082552880048752, 0.13920672237873077, 0.0876864567399025, 0.018590159714221954, 0.18156073987483978, -0.0007493261946365237, -0.0030555182602256536, -0.10734143108129501, -0.11502812802791595, 0.1062290146946907]",3,"[0.23591173319035122, 0.31160140815968523, 0.0892549797166856, 0.3632318789332779]",1,"[0.025, 0.816, 0.071, 0.088]",1,"[0.0063336773150629135, 0.9648820838760217, 0.011154476400087316, 0.017629762408827885]",1,"[0.021028684452176094, 0.9466135501861572, 0.007154127582907677, 0.025203654542565346]"
126,326,3,[[3]],"[-0.1536123901605606, 0.19674919545650482, 0.020433742552995682, -0.01686638593673706, -0.27683594822883606, 0.013837270438671112, 0.0511532723903656, 0.10903970152139664, 0.08541455119848251, 0.15496774017810822, 0.16122731566429138, 0.0561569407582283, 0.00851114746183157, 0.1587851643562317, 0.11064829677343369, 0.07183846831321716, 0.07370821386575699, -0.10127948969602585, -0.07438246160745621, 0.0426824688911438, -0.19311925768852234, 0.15068960189819336, 0.008754533715546131, -0.11281146109104156, 0.08860096335411072, -0.008205902762711048, 0.17400877177715302, -0.1344182789325714, -0.1160925105214119, 0.020467007532715797]",3,"[0.07304082353553619, 0.03589672227774935, 0.06869864564806574, 0.8223638085386488]",3,"[0.0, 0.008, 0.01, 0.982]",3,"[0.0007298068638349116, 0.003178247515634263, 0.00111580615637152, 0.9949761394641595]",3,"[0.001539539429359138, 0.0017049480229616165, 0.002067975467070937, 0.994687557220459]"
295,395,3,[[3]],"[0.057283252477645874, 0.24059201776981354, -0.029823090881109238, 0.14016494154930115, -0.13255582749843597, -0.07455085963010788, -0.1599273532629013, 0.046640269458293915, 0.15129588544368744, -0.08686002343893051, 0.08744996786117554, -0.029900940135121346, 0.0066301412880420685, -0.010171248577535152, 0.1279362291097641, -0.06698368489742279, 0.049006182700395584, 0.03963690251111984, -0.03165498748421669, 0.06891295313835144, -0.1100798025727272, 0.09746380895376205, 0.028584811836481094, -0.1397760957479477, -0.17158380150794983, -0.2079348862171173, 0.18853726983070374, -0.07440970838069916, -0.10804195702075958, 0.03176154941320419]",3,"[0.04488168730807758, 0.05026552759011586, 0.044669744921177194, 0.8601830401806295]",3,"[0.0, 0.008, 0.003, 0.989]",3,"[0.0006856132695732763, 0.004250050019613979, 0.0008926008280204857, 0.9941717358827921]",3,"[0.0010665012523531914, 0.0012151784030720592, 0.0007316113915294409, 0.9969866871833801]"
