entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
81,0,0,[[0]],"[0.13712754845619202, 0.0705251395702362, 0.124888576567173, 0.014209751971065998, -0.09580603986978531, -0.07793032377958298, -0.14593635499477386, 0.1953142285346985, 0.007038782816380262, 0.15454478561878204, -0.08079300075769424, -0.178543820977211, -0.16298247873783112, -0.035351675003767014, 0.06561214476823807, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8617249733950354, 0.055957480455609054, 0.03437748473456308, 0.04794006141479235]",0,"[0.999, 0.0, 0.0, 0.001]",0,"[0.9979050370451843, 0.0010804651979185148, 0.0003252324981947201, 0.0006892652587027108]",0,"[0.9932779669761658, 0.002767286030575633, 0.0015615735901519656, 0.0023932061158120632]"
185,100,0,[[0]],"[0.29366448521614075, 0.2627243995666504, -0.23911389708518982, 0.012295149266719818, -0.13563419878482819, -0.07736627012491226, -0.02079700492322445, -0.2776168882846832, -0.07714441418647766, -0.04969816282391548, -0.07777432352304459, -0.07323896139860153, -0.2357432246208191, 0.03493976593017578, -0.17509280145168304, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8406263278355643, 0.07193667418640558, 0.05721064378021055, 0.03022635419781945]",0,"[0.999, 0.0, 0.0, 0.001]",0,"[0.9979733604986738, 0.0010120722849236551, 0.00032525476585210073, 0.0006893124505507296]",0,"[0.993933379650116, 0.002912048948928714, 0.001518412958830595, 0.0016361040761694312]"
316,300,0,[[0]],"[-0.154892697930336, -0.05561857298016548, -0.015847282484173775, 0.051449261605739594, 0.05715541914105415, -0.10895170271396637, -0.059719912707805634, -0.11239773780107498, -0.06321964412927628, 0.033126987516880035, -0.12015476822853088, 0.09550291299819946, -0.05977678671479225, 0.06245541572570801, 0.012059426866471767, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8497970163392717, 0.07950348056624953, 0.031917626297333586, 0.03878187679714502]",0,"[0.999, 0.001, 0.0, 0.0]",0,"[0.9981859932675325, 0.0007992233477333349, 0.0003253240661202092, 0.0006894593186143182]",0,"[0.9956536293029785, 0.0024495082907378674, 0.0009219462517648935, 0.0009749047458171844]"
115,315,3,[[2]],"[-0.1053871363401413, 0.037232063710689545, -0.04636840149760246, -0.2065756767988205, 0.024351762607693672, 0.055199190974235535, -0.04612007737159729, 0.07921601831912994, -0.04225834459066391, 0.07539224624633789, 0.0012242045486345887, 0.014806005172431469, -0.07308147102594376, -0.053011514246463776, 0.2001080960035324, 0.10293180495500565, -0.008400632999837399, -0.12355223298072815, -0.05721970647573471, 0.016666360199451447, -0.16498836874961853, 0.15006762742996216, 0.0808095932006836, -0.05214342474937439, 0.06411748379468918, -0.03635265305638313, -0.009646407328546047, -0.15006060898303986, 0.03539930284023285, -0.04534649848937988]",3,"[0.1250648654558721, 0.0596326296115558, 0.26149298657917225, 0.5538095183533999]",3,"[0.0, 0.077, 0.17, 0.753]",3,"[0.0029529983511100933, 0.018006923405642805, 0.010049850968014185, 0.968990227275233]",3,"[0.007110679987818003, 0.014613891020417213, 0.020548241212964058, 0.9577271938323975]"
105,205,2,[[3]],"[-0.05031190812587738, 0.07183317095041275, 0.08051103353500366, -0.029597576707601547, -0.031001634895801544, -0.03021903894841671, -0.024981394410133362, 0.045795612037181854, 0.17143122851848602, 0.02969422936439514, 0.0904928669333458, -0.027574781328439713, -0.04779992252588272, 0.072573222219944, -0.12076739221811295, -0.08508746325969696, -0.07886394113302231, -0.06017725542187691, -0.0333576500415802, -0.1508096158504486, 0.16074751317501068, -0.07050886005163193, -0.014621301554143429, 0.07437124848365784, 0.09947274625301361, -0.0809810608625412, 0.029831543564796448, 0.13952620327472687, 0.053213804960250854, -0.0028126677498221397]",2,"[0.08781433517011507, 0.20154868045175298, 0.3838222571651463, 0.32681472721298566]",2,"[0.003, 0.311, 0.53, 0.156]",2,"[0.0004992029958428886, 0.006134389098053057, 0.9916814908561749, 0.0016849170499293165]",2,"[0.003981677815318108, 0.05401573330163956, 0.9224938154220581, 0.019508814439177513]"
237,337,3,[[1]],"[0.1695682257413864, -0.11172771453857422, -0.0476776547729969, 0.09153411537408829, -0.08847129344940186, 0.07116521894931793, -0.1613798290491104, 0.08415241539478302, -0.03044801950454712, 0.07239794731140137, 0.0965004563331604, 0.10040886700153351, -0.28006502985954285, -0.050322405993938446, -0.09592822939157486, -0.10960754007101059, -0.07571927458047867, -0.14162366092205048, 0.015977440401911736, -0.08978340774774551, -0.07889243215322495, -0.007078344933688641, -0.015330306254327297, -0.01924249343574047, -0.1547851711511612, 0.12145596742630005, 0.1796908974647522, 0.08470730483531952, 0.08084190636873245, 0.009831118397414684]",3,"[0.06765237604902742, 0.2692174663871134, 0.14472828724612868, 0.5184018703177304]",1,"[0.0, 0.471, 0.264, 0.265]",3,"[0.0120609847958302, 0.4303542163036647, 0.021183339209325202, 0.5364014596911798]",1,"[0.013345379382371902, 0.7007469534873962, 0.1032392755150795, 0.18266840279102325]"
276,200,0,[[0]],"[-0.2191467136144638, 0.07571261376142502, 0.07107052206993103, -0.07177992165088654, 0.10503830015659332, 0.1601262390613556, -0.19136984646320343, 0.036434222012758255, 0.011473143473267555, 0.08765978366136551, 0.2682482600212097, -0.10754857212305069, 0.07259764522314072, 0.0716005340218544, 0.08448860794305801, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.859836431907789, 0.04300534534802568, 0.03677935710058875, 0.06037886564359662]",0,"[0.997, 0.0, 0.002, 0.001]",0,"[0.9979495160020564, 0.0010692382517944324, 0.00032524699456634194, 0.0006559987515826124]",0,"[0.9952242374420166, 0.0017007332062348723, 0.0012843833537772298, 0.0017905998975038528]"
147,347,3,[[3]],"[-0.06572378426790237, 0.011783663183450699, -0.06483899801969528, -0.0786602720618248, -0.05799584090709686, 0.03881562501192093, 0.03150330111384392, -0.03225200995802879, -0.05340459197759628, -0.11456410586833954, -0.003943618852645159, -0.09202288091182709, 0.11440854519605637, 0.017316332086920738, -0.006974278017878532, -0.11260965466499329, -0.11824112385511398, -0.1371670961380005, -0.020196985453367233, 0.036050453782081604, -0.03908134996891022, -0.016015490517020226, -0.15770390629768372, -0.11006875336170197, 0.13380944728851318, -0.22550120949745178, 0.13315273821353912, -0.003684548195451498, -0.018189169466495514, -0.09661439806222916]",3,"[0.02804980240761305, 0.07127678734818388, 0.18622896112172727, 0.7144444491224758]",3,"[0.0, 0.03, 0.109, 0.861]",3,"[0.0005706429468352646, 0.001998123258289807, 0.004256187486757321, 0.9931750463081176]",3,"[0.0023484218399971724, 0.0043281628750264645, 0.028380129486322403, 0.9649432897567749]"
84,384,3,[[1]],"[0.08037707209587097, -0.18485870957374573, 0.15357691049575806, 0.0038992385379970074, 0.035538334399461746, 0.07562020421028137, -0.1617497205734253, -0.08755365014076233, 0.042915306985378265, -0.10301058739423752, -0.13431264460086823, -0.06991173326969147, 0.03790254145860672, 0.12074994295835495, -0.034425653517246246, 0.04875311627984047, -0.09422675520181656, -0.11426790803670883, 0.06935075670480728, 0.11262556165456772, -0.024773553013801575, 0.0930304303765297, 0.2215331792831421, 0.07580868154764175, 0.07477422058582306, 0.019675415009260178, 0.17273089289665222, 0.15321820974349976, 0.03089095838367939, 0.06239532679319382]",1,"[0.10150629467237653, 0.3669940887764946, 0.1688797249635429, 0.36261989158758606]",3,"[0.003, 0.399, 0.193, 0.405]",3,"[0.009503808730291314, 0.24803829991051804, 0.023277498691490903, 0.7191803926676998]",3,"[0.020584430545568466, 0.32507461309432983, 0.05870784819126129, 0.5956330895423889]"
296,200,0,[[0]],"[-0.02743799425661564, 0.22539806365966797, -0.08773257583379745, 0.03931032866239548, 0.050508443266153336, -0.012808233499526978, 0.00037728945608250797, 0.13646367192268372, 0.04830912873148918, 0.2678728997707367, 0.24510109424591064, 0.036913421005010605, -0.1524597555398941, 0.023794008418917656, -0.10683825612068176, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8613376872241488, 0.033363401582849096, 0.037661901794533485, 0.06763700939846856]",0,"[0.996, 0.0, 0.003, 0.001]",0,"[0.9975865421584859, 0.001432568993719057, 0.00032512869584497956, 0.0006557601519496431]",0,"[0.9948450326919556, 0.002007143571972847, 0.0013808624353259802, 0.001767003908753395]"
64,364,3,[[1]],"[0.6411908268928528, 0.6841158866882324, 0.5149715542793274, 0.23307906091213226, -0.2940230667591095, -0.39923369884490967, -0.003255546325817704, -0.699595034122467, -0.46001988649368286, 0.633840799331665, -0.3872721791267395, -0.5280099511146545, -0.5984469056129456, -0.26818007230758667, 0.5798465013504028, 0.02064792439341545, -0.1511961966753006, -0.027585351839661598, -0.24728187918663025, 0.16319574415683746, 0.051676686853170395, 0.04076242446899414, 0.0730680450797081, -0.16404157876968384, -0.08721962571144104, -0.14864714443683624, 0.1608630120754242, -0.020988384261727333, 0.05487852543592453, -0.1439974009990692]",3,"[0.0035362682592784416, 0.11631991151852802, 0.16708924205515627, 0.7130545781670373]",3,"[0.001, 0.282, 0.114, 0.603]",3,"[0.0003950957567268605, 0.03095936167293476, 0.0009381150729294951, 0.9677074274974092]",3,"[0.004159389995038509, 0.02957727015018463, 0.015279208309948444, 0.9509841203689575]"
293,393,3,[[3]],"[-0.11420542001724243, 0.0039009435568004847, -0.041720859706401825, 0.11380036920309067, 0.0004539293877314776, -0.08388708531856537, -0.035123832523822784, -0.051336005330085754, 0.1090446189045906, -0.03082485869526863, 0.10621453821659088, 0.0830954760313034, -0.0004325139452703297, -0.03348447382450104, 0.037054069340229034, 0.03728821128606796, -0.09263493120670319, 0.1376676708459854, -0.02624513767659664, 0.15806514024734497, 0.07822299748659134, 0.04573134705424309, -0.1350284218788147, 0.006392792798578739, 0.007531283888965845, -0.11375682055950165, -0.03718903660774231, -0.04960274696350098, 0.03821983560919762, -0.08808097243309021]",3,"[0.053311372096747585, 0.08368258373030026, 0.2614821147113158, 0.6015239294616364]",3,"[0.0, 0.117, 0.186, 0.697]",3,"[0.0006750121725020424, 0.008643998719798447, 0.0010162133637259532, 0.9896647757439735]",3,"[0.0019951905123889446, 0.005815986543893814, 0.011171945370733738, 0.9810169339179993]"
140,340,3,[[2]],"[-0.1306513547897339, -0.11861853301525116, -0.14531168341636658, -0.19701986014842987, 0.08675146102905273, -0.16702497005462646, 0.15299728512763977, -0.15072126686573029, 0.22289784252643585, -0.17522715032100677, -0.12031596899032593, -0.13311584293842316, -0.07588323205709457, -0.014310273341834545, -0.08323301374912262, -0.13386447727680206, -0.07413890212774277, 0.08918685466051102, -0.08607673645019531, 0.12234926223754883, 0.043118592351675034, 0.04578603059053421, -0.2217581421136856, -0.07932358980178833, 0.00222265487536788, -0.2458428293466568, -0.06610722839832306, -0.07551148533821106, -0.05835304036736488, -0.12381457537412643]",3,"[0.05102645889589274, 0.04773691686208648, 0.27503560577589803, 0.6262010184661226]",3,"[0.001, 0.061, 0.14, 0.798]",3,"[0.00041300226794565556, 0.0017379668410644911, 0.0029442949390173162, 0.994904735951972]",3,"[0.001920399721711874, 0.007498425897210836, 0.008887535892426968, 0.9816935658454895]"
176,276,2,[[2]],"[0.18612994253635406, 0.0680665373802185, 0.009819172322750092, -0.15599241852760315, -0.15752048790454865, 0.004185917321592569, 0.05656545236706734, -0.07612492144107819, -0.04640115797519684, 0.11204735189676285, 0.26827767491340637, 0.006664364133030176, 0.15455283224582672, -0.1834348887205124, -0.09271793067455292, -0.2191467136144638, 0.07571261376142502, 0.07107052206993103, -0.07177992165088654, 0.10503830015659332, 0.1601262390613556, -0.19136984646320343, 0.036434222012758255, 0.011473143473267555, 0.08765978366136551, 0.2682482600212097, -0.10754857212305069, 0.07259764522314072, 0.0716005340218544, 0.08448860794305801]",2,"[0.053424511959031154, 0.11923432558480346, 0.7102116386115165, 0.11712952384464881]",2,"[0.002, 0.213, 0.571, 0.214]",2,"[0.00641119029087116, 0.16956428980016383, 0.5549204254467683, 0.26910409446219663]",2,"[0.0070115914568305016, 0.0669540986418724, 0.8492235541343689, 0.07681077718734741]"
210,310,3,[[3]],"[-0.032817501574754715, 0.22824802994728088, 0.005248125176876783, -0.0021144282072782516, 0.041418734937906265, 0.08374040573835373, -0.14630508422851562, 0.11982907354831696, 0.16433562338352203, 0.016314078122377396, 0.1288568675518036, -0.09829490631818771, 0.06751514226198196, -0.042042627930641174, -0.16699206829071045, -0.0631655678153038, -0.14229807257652283, -0.10719476640224457, 0.054614048451185226, 0.17811188101768494, -0.060134947299957275, -0.010959605686366558, 0.018534349277615547, 0.08003339916467667, 0.16382591426372528, 0.014872847124934196, -0.015422696247696877, 0.15461742877960205, 0.06257927417755127, -0.13916657865047455]",3,"[0.043918394635597414, 0.11166492356117723, 0.22752619793559653, 0.6168904838676288]",2,"[0.002, 0.238, 0.443, 0.317]",3,"[0.0021040602511808713, 0.012321314441751639, 0.027131101362780324, 0.9584435239442873]",2,"[0.015452993102371693, 0.06825222820043564, 0.508899450302124, 0.40739530324935913]"
124,100,0,[[0]],"[-0.14164815843105316, -0.10486133396625519, 0.15410272777080536, 0.2112797498703003, -0.0457516647875309, 0.20258720219135284, -0.04974577948451042, -0.12364476919174194, 0.03529791533946991, -0.10757458955049515, 0.03735387325286865, -0.096664197742939, 0.09874184429645538, 0.14780773222446442, 0.01413813978433609, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8064963302636646, 0.12066448772057263, 0.028188758856464005, 0.04465042315929868]",0,"[0.998, 0.002, 0.0, 0.0]",0,"[0.9973901408502461, 0.0016057692997066635, 0.00032506468565788075, 0.0006790251643887679]",0,"[0.9936409592628479, 0.0035026310943067074, 0.0012323353439569473, 0.0016240507829934359]"
225,325,3,[[3]],"[0.01760229468345642, 0.256924033164978, -0.016418414190411568, -0.0065982285887002945, 0.04725918173789978, -0.0684022307395935, -0.003663489827886224, -0.04652804881334305, 0.1603776514530182, 0.17669694125652313, 0.23754359781742096, -0.11674036085605621, 0.06293033063411713, 0.05660519376397133, -0.19838878512382507, -0.11868872493505478, 0.057347968220710754, -0.1518850028514862, -0.003949122037738562, 0.0031277278903871775, -0.10854522138834, 0.07810003310441971, -0.07778322696685791, -0.0821286216378212, 0.05548501014709473, -0.07292778789997101, 0.099980928003788, -0.009568918496370316, -0.07550457864999771, -0.1506270170211792]",3,"[0.049358992387620586, 0.051951746330712145, 0.10240433991729797, 0.7962849213643692]",3,"[0.0, 0.106, 0.059, 0.835]",3,"[0.0020883570485844436, 0.009849163048047569, 0.0029357573410891988, 0.9851267225622785]",3,"[0.0016273941146209836, 0.004781204741448164, 0.0017436087364330888, 0.9918477535247803]"
183,100,0,[[0]],"[-0.08343420922756195, 0.04477902501821518, -0.1226985827088356, -0.1755734533071518, -0.03764628618955612, -0.05661887302994728, -0.03318750113248825, -0.11961983889341354, 0.08892427384853363, -0.17100100219249725, 0.266305148601532, 0.1684490293264389, -0.11388953030109406, -0.06260553002357483, 0.2222951054573059, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8106381360791652, 0.010094303064460079, 0.14717507324951673, 0.032092487606857886]",0,"[0.994, 0.0, 0.005, 0.001]",0,"[0.9980217496762835, 0.000934510929742456, 0.0003876931598291095, 0.000656046234144962]",0,"[0.9945406317710876, 0.0012007774785161018, 0.0024368767626583576, 0.001821720041334629]"
286,200,0,[[0]],"[0.0557754784822464, 0.14032867550849915, -0.008761868812143803, 0.010721485130488873, -0.045833930373191833, -0.11687508970499039, -0.0023388529662042856, -0.05540186166763306, 0.21050335466861725, 0.08098742365837097, -0.05419286713004112, 0.033593807369470596, -0.11552952229976654, -0.04877064377069473, -0.16494004428386688, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.861145579477022, 0.03885613706012356, 0.05860111467393472, 0.041397168788919816]",0,"[0.99, 0.0, 0.009, 0.001]",0,"[0.9975062769230308, 0.0014330712865315014, 0.00037166196024660604, 0.0006889898301914272]",0,"[0.9951359629631042, 0.0017970226472243667, 0.0015001182910054922, 0.0015669509302824736]"
170,100,0,[[0]],"[0.010510498657822609, 0.0706363245844841, -0.05675725266337395, 0.029206302016973495, -0.19331057369709015, 0.12601105868816376, 0.018795568495988846, -0.06596557050943375, 0.17699553072452545, -0.04552941024303436, 0.07758599519729614, 0.11871931701898575, 0.07663072645664215, 0.06556021422147751, 0.042843569070100784, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8405520700045307, 0.030273359744300884, 0.06988495199095206, 0.059289618260216254]",0,"[0.994, 0.002, 0.004, 0.0]",0,"[0.9980508158940258, 0.0009345381462817501, 0.00032528000974885803, 0.0006893659499430894]",0,"[0.9938836097717285, 0.0017882832325994968, 0.001910763792693615, 0.002417422831058502]"
122,322,3,[[2]],"[0.03986162692308426, 0.06332871317863464, -0.011146997101604939, -0.05505698546767235, 0.010670403949916363, 0.02807207778096199, 0.213118776679039, 0.11869066208600998, -0.02079753763973713, -0.03445032238960266, -0.14109772443771362, -0.011061004363000393, -0.07796524465084076, -0.060822706669569016, 0.1151379719376564, -0.01652206853032112, -0.12097186595201492, -0.16644801199436188, -0.13704654574394226, 0.12172847986221313, 0.005598046816885471, 0.028305917978286743, 0.0036777695640921593, 0.03247038647532463, 0.04715845733880997, 0.0417129322886467, 0.1354088932275772, -0.10726920515298843, -0.07476945966482162, -0.0010818862356245518]",3,"[0.016192122344565792, 0.15223324772721653, 0.292993524231292, 0.5385811056969255]",3,"[0.0, 0.036, 0.144, 0.82]",3,"[0.0003492297283616121, 0.003699341053300963, 0.058145114607820333, 0.9378063146105171]",3,"[0.0013739758869633079, 0.00603632815182209, 0.021366896107792854, 0.9712228178977966]"
132,100,0,[[0]],"[0.14285500347614288, -0.1785784810781479, 0.08368963748216629, -0.08030766248703003, -0.18621867895126343, 0.1370743066072464, 0.11895027756690979, -0.03503722697496414, -0.005750669166445732, -0.1418207585811615, 0.14650404453277588, 0.04209564998745918, 0.10726045072078705, 0.035186223685741425, 0.1125197634100914, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.809666787890833, 0.03617595252897831, 0.11673108061769859, 0.037426178962490196]",0,"[0.994, 0.002, 0.004, 0.0]",0,"[0.9980622302236292, 0.0008992134794434948, 0.00038248345303055066, 0.0006560728438963529]",0,"[0.9916002750396729, 0.002243915107101202, 0.0039170910604298115, 0.0022387222852557898]"
253,353,3,[[3]],"[-0.05769485607743263, 0.20939934253692627, 0.0064590563997626305, 0.0063995360396802425, -0.1519087255001068, -0.12972718477249146, -0.17584598064422607, -0.10352654755115509, 0.07485545426607132, 0.19653747975826263, 0.2687900960445404, 0.025016693398356438, 0.15101972222328186, -0.018636494874954224, -0.011965395882725716, 0.221114382147789, 0.0566195584833622, -0.06712270528078079, -0.13365517556667328, 0.15640008449554443, 0.0614766925573349, -0.04447653889656067, 0.1938340663909912, -0.04583379253745079, -0.04644761234521866, -0.08825267851352692, 0.06598475575447083, 0.08508170396089554, -0.09233077615499496, -0.060223545879125595]",3,"[0.05464103974554304, 0.05779742417750202, 0.1502701547736292, 0.7372913813033257]",3,"[0.0, 0.163, 0.143, 0.694]",3,"[0.00036389962214848095, 0.0022354714509938717, 0.0007713147760946699, 0.9966293141507632]",3,"[0.001043961150571704, 0.0033798902295529842, 0.004909098614007235, 0.9906670451164246]"
178,100,0,[[0]],"[0.16648158431053162, 0.1936698704957962, 0.09243936091661453, -0.0566718764603138, -0.04801682382822037, -0.008023866452276707, 0.17590738832950592, 0.12722648680210114, 0.14835670590400696, -0.15602976083755493, -0.049302905797958374, 0.14130482077598572, 0.06703169643878937, -0.06319425255060196, 0.12572264671325684, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.7995956154573868, 0.025272876826613506, 0.13812864929478266, 0.037002858421217075]",0,"[0.997, 0.0, 0.003, 0.0]",0,"[0.9975972541420682, 0.0009165893201251761, 0.0008100306141192103, 0.0006761259236873183]",0,"[0.9917762279510498, 0.0015720135997980833, 0.0048804618418216705, 0.0017713120905682445]"
265,365,3,[[3]],"[-0.13739627599716187, 0.2593097388744354, 0.09398332238197327, 0.08388388156890869, -0.1426616758108139, -0.10206453502178192, -0.07882727682590485, 0.016194630414247513, 0.027199678122997284, 0.2355833351612091, 0.11983730643987656, 0.05568227171897888, -0.13967111706733704, 0.0365150161087513, -0.022832456976175308, 0.05955345183610916, 0.04163709655404091, -0.1898067444562912, -0.05884816497564316, 0.04635222628712654, 0.050487764179706573, -0.04297785833477974, 0.14082062244415283, 0.06407855451107025, -0.10573597997426987, 0.047020073980093, 0.017247701063752174, -0.07942326366901398, -0.09804662317037582, 0.015203559771180153]",3,"[0.04294666826627072, 0.14011826955362186, 0.21223804963215626, 0.604697012547951]",3,"[0.0, 0.149, 0.216, 0.635]",3,"[0.0058817443792902, 0.1565700660417412, 0.008391675682579092, 0.8291565138963896]",3,"[0.004778693430125713, 0.07806845009326935, 0.03830666095018387, 0.8788461685180664]"
299,399,3,[[3]],"[-0.049347568303346634, 0.17170360684394836, 0.004088568966835737, -0.003766668029129505, -0.007188527844846249, -0.14604005217552185, -0.08072134107351303, -0.06813658028841019, 0.0025920625776052475, 0.12029430270195007, 0.09709253162145615, 0.022469257935881615, 0.0880991667509079, 0.031012676656246185, -0.2535737156867981, 0.04515204578638077, -0.07542814314365387, 0.0564405620098114, -0.16901656985282898, 0.04802324250340462, -0.061352815479040146, 0.11465573310852051, -0.21416130661964417, -0.19160181283950806, -0.06988023966550827, 0.010801217518746853, 0.12661375105381012, 0.024693408980965614, -0.12616054713726044, -0.15430770814418793]",3,"[0.07123691226862608, 0.10528650046159659, 0.029626699449799287, 0.793849887819978]",3,"[0.0, 0.086, 0.008, 0.906]",3,"[0.0007309663391152646, 0.0068879671725318664, 0.0009516460496096849, 0.991429420438743]",3,"[0.0012626461684703827, 0.003966679330915213, 0.0006928363582119346, 0.9940778017044067]"
229,329,3,[[3]],"[0.009946874342858791, -0.044926635921001434, -0.0158808846026659, 0.05154898762702942, -0.008375681936740875, -0.10211561620235443, -0.09050215035676956, -0.06456881761550903, 0.29226309061050415, 0.3356687128543854, -0.05201198160648346, 0.00010303223825758323, -0.1646759957075119, -0.02972596511244774, 0.017537789419293404, 0.0005294432048685849, 0.052388109266757965, -0.16126908361911774, 0.013060557655990124, 0.10692306607961655, -0.13202284276485443, 0.07722900807857513, -0.030176470056176186, -0.040451232343912125, 0.07748498767614365, 0.010504025034606457, 0.1451154351234436, 0.08367139846086502, -0.13306280970573425, -0.00828038901090622]",3,"[0.10259995990539046, 0.058737810731700334, 0.09744794591869049, 0.7412142834442187]",3,"[0.0, 0.07, 0.056, 0.874]",3,"[0.0004839268322785586, 0.003070765469155208, 0.0006349369063678123, 0.9958103707921987]",3,"[0.0014799806522205472, 0.004555597435683012, 0.001755210687406361, 0.9922091960906982]"
249,200,0,[[0]],"[0.22579672932624817, -0.14776302874088287, 0.04361295700073242, 0.24084168672561646, 0.1331266164779663, 0.045346762984991074, -0.07071071863174438, 0.1681390404701233, 0.05385752022266388, 0.25975778698921204, 0.20438343286514282, 4.9807964387582615e-05, -0.25737518072128296, 0.0605471208691597, -0.1755242943763733, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8232509618168586, 0.1007728462778527, 0.018298683103405905, 0.05767750880188266]",0,"[0.994, 0.002, 0.003, 0.001]",0,"[0.9964804904668716, 0.0025491066139758413, 0.0003247682166997275, 0.0006456347024529027]",0,"[0.9928321838378906, 0.0039704893715679646, 0.0011748357210308313, 0.0020224491599947214]"
57,357,3,[[1]],"[0.7057147026062012, 0.7201805710792542, 0.11011569947004318, 0.45682236552238464, 0.5617344975471497, -0.5696582198143005, 0.037937622517347336, 0.5518652200698853, -0.05637127533555031, 0.437822550535202, -0.2897072732448578, -0.5622349381446838, 0.34706294536590576, -0.4363357424736023, -0.6581698656082153, -0.1959277093410492, -0.09889479726552963, -0.12778045237064362, -0.15159492194652557, 0.1786959320306778, 0.08441288769245148, 0.05192098394036293, -0.12614865601062775, -0.0857156440615654, 0.02755635976791382, 0.019617203623056412, 0.017994349822402, -0.10714372247457504, -0.17175400257110596, -0.014064989052712917]",3,"[0.007326399752296775, 0.447448509692062, 0.019884709606050717, 0.5253403809495906]",3,"[0.0, 0.255, 0.094, 0.651]",3,"[0.0009589070162299465, 0.038221586049953786, 0.01551101189921006, 0.945308495034606]",3,"[0.001596040790900588, 0.02754984237253666, 0.004895610269159079, 0.9659585356712341]"
